Date,Metcalfe's Law - TX
10/13/2012,0.94
10/14/2012,0.78
10/15/2012,0.97
10/16/2012,0.83
10/17/2012,0.77
10/18/2012,0.81
10/19/2012,0.96
10/20/2012,1.03
10/21/2012,0.87
10/22/2012,0.61
10/23/2012,0.58
10/24/2012,0.82
10/25/2012,0.78
10/26/2012,0.95
10/27/2012,1.09
10/28/2012,1.5
10/29/2012,1.38
10/30/2012,1.1
10/31/2012,0.77
11/1/2012,0.93
11/2/2012,1.03
11/3/2012,0.81
11/4/2012,0.98
11/5/2012,1.02
11/6/2012,0.73
11/7/2012,0.74
11/8/2012,0.67
11/9/2012,0.75
11/10/2012,0.98
11/11/2012,0.91
11/12/2012,1.03
11/13/2012,1.03
11/14/2012,0.94
11/15/2012,0.78
11/16/2012,0.66
11/17/2012,0.63
11/18/2012,0.82
11/19/2012,0.73
11/20/2012,0.71
11/21/2012,0.68
11/22/2012,0.67
11/23/2012,0.85
11/24/2012,0.85
11/25/2012,0.95
11/26/2012,0.76
11/27/2012,0.72
11/28/2012,1.01
11/29/2012,0.71
11/30/2012,0.74
12/1/2012,0.91
12/2/2012,0.85
12/3/2012,1.43
12/4/2012,1.29
12/5/2012,0.87
12/6/2012,0.86
12/7/2012,0.83
12/8/2012,0.9
12/9/2012,0.92
12/10/2012,0.93
12/11/2012,0.81
12/12/2012,0.8
12/13/2012,0.81
12/14/2012,0.71
12/15/2012,0.76
12/16/2012,0.9
12/17/2012,0.81
12/18/2012,0.7
12/19/2012,0.57
12/20/2012,0.63
12/21/2012,0.84
12/22/2012,0.65
12/23/2012,0.56
12/24/2012,0.76
12/25/2012,0.84
12/26/2012,0.99
12/27/2012,0.81
12/28/2012,0.66
12/29/2012,0.61
12/30/2012,0.76
12/31/2012,0.67
1/1/2013,0.97
1/2/2013,0.89
1/3/2013,0.77
1/4/2013,0.66
1/5/2013,0.61
1/6/2013,0.73
1/7/2013,0.9
1/8/2013,0.72
1/9/2013,0.77
1/10/2013,0.7
1/11/2013,0.57
1/12/2013,0.57
1/13/2013,0.66
1/14/2013,0.6
1/15/2013,0.71
1/16/2013,0.66
1/17/2013,0.6
1/18/2013,0.67
1/19/2013,0.67
1/20/2013,0.61
1/21/2013,0.82
1/22/2013,0.88
1/23/2013,0.88
1/24/2013,0.78
1/25/2013,0.81
1/26/2013,0.73
1/27/2013,0.7
1/28/2013,0.69
1/29/2013,0.74
1/30/2013,0.82
1/31/2013,1.03
2/1/2013,0.83
2/2/2013,0.75
2/3/2013,0.76
2/4/2013,0.71
2/5/2013,0.77
2/6/2013,0.8
2/7/2013,1.09
2/8/2013,0.72
2/9/2013,0.8
2/10/2013,0.86
2/11/2013,0.88
2/12/2013,0.88
2/13/2013,0.9
2/14/2013,0.92
2/15/2013,1.09
2/16/2013,1.04
2/17/2013,1.1
2/18/2013,1.14
2/19/2013,1.16
2/20/2013,1.14
2/21/2013,1.02
2/22/2013,1.11
2/23/2013,1.03
2/24/2013,1.08
2/25/2013,1.1
2/26/2013,0.91
2/27/2013,1.04
2/28/2013,1.06
3/1/2013,1.11
3/2/2013,1.11
3/3/2013,1.28
3/4/2013,1.36
3/5/2013,1.16
3/6/2013,1.54
3/7/2013,1.45
3/8/2013,1.28
3/9/2013,1.66
3/10/2013,1.74
3/11/2013,1.3
3/12/2013,1.71
3/13/2013,1.88
3/14/2013,1.74
3/15/2013,1.68
3/16/2013,1.58
3/17/2013,3.12
3/18/2013,2.92
3/19/2013,2.46
3/20/2013,2.66
3/21/2013,3
3/22/2013,2.64
3/23/2013,2.43
3/24/2013,2.55
3/25/2013,2.87
3/26/2013,3.47
3/27/2013,3.29
3/28/2013,3.53
3/29/2013,2.98
3/30/2013,3.05
3/31/2013,3.35
4/1/2013,4.58
4/2/2013,4.09
4/3/2013,3.73
4/4/2013,4.13
4/5/2013,4.43
4/6/2013,4.83
4/7/2013,5.79
4/8/2013,5.19
4/9/2013,6.17
4/10/2013,6.04
4/11/2013,5.47
4/12/2013,3.43
4/13/2013,3.43
4/14/2013,3.99
4/15/2013,3.46
4/16/2013,3.39
4/17/2013,2.07
4/18/2013,3.3
4/19/2013,4.39
4/20/2013,4.38
4/21/2013,5.63
4/22/2013,5.73
4/23/2013,5.65
4/24/2013,4.63
4/25/2013,4.64
4/26/2013,4.88
4/27/2013,5.08
4/28/2013,6.44
4/29/2013,6.71
4/30/2013,5.49
5/1/2013,6.33
5/2/2013,4.34
5/3/2013,4.1
5/4/2013,3.9
5/5/2013,4.64
5/6/2013,4.9
5/7/2013,4.62
5/8/2013,3.93
5/9/2013,4.75
5/10/2013,3.48
5/11/2013,3.59
5/12/2013,3.22
5/13/2013,3.66
5/14/2013,4.03
5/15/2013,3.52
5/16/2013,3.67
5/17/2013,3.94
5/18/2013,4.29
5/19/2013,4.95
5/20/2013,5.46
5/21/2013,5.28
5/22/2013,4.74
5/23/2013,4.95
5/24/2013,4.36
5/25/2013,5.02
5/26/2013,5.46
5/27/2013,7.07
5/28/2013,5.11
5/29/2013,4.6
5/30/2013,5.02
5/31/2013,4.8
6/1/2013,4.97
6/2/2013,5.05
6/3/2013,5.17
6/4/2013,4.43
6/5/2013,4.49
6/6/2013,4.46
6/7/2013,4.63
6/8/2013,4.53
6/9/2013,4.84
6/10/2013,4.76
6/11/2013,4.99
6/12/2013,4.7
6/13/2013,5.05
6/14/2013,5.13
6/15/2013,4.35
6/16/2013,6.11
6/17/2013,4.97
6/18/2013,4.65
6/19/2013,5.06
6/20/2013,4.87
6/21/2013,4.35
6/22/2013,5.05
6/23/2013,5.13
6/24/2013,5.91
6/25/2013,4.88
6/26/2013,5.02
6/27/2013,4.67
6/28/2013,4.82
6/29/2013,3.95
6/30/2013,5.74
7/1/2013,7.02
7/2/2013,4.87
7/3/2013,4.82
7/4/2013,4.88
7/5/2013,4.85
7/6/2013,4.04
7/7/2013,4.58
7/8/2013,5.12
7/9/2013,4.3
7/10/2013,3.97
7/11/2013,4.5
7/12/2013,4.36
7/13/2013,3.97
7/14/2013,5.37
7/15/2013,6.07
7/16/2013,5.55
7/17/2013,5.06
7/18/2013,5.06
7/19/2013,4.6
7/20/2013,5.32
7/21/2013,5.65
7/22/2013,5.47
7/23/2013,4.75
7/24/2013,5.05
7/25/2013,4.53
7/26/2013,4.76
7/27/2013,5.32
7/28/2013,5.54
7/29/2013,5.35
7/30/2013,5.15
7/31/2013,4.81
8/1/2013,4.43
8/2/2013,4.11
8/3/2013,4.02
8/4/2013,4.8
8/5/2013,4.87
8/6/2013,4.23
8/7/2013,3.88
8/8/2013,3.55
8/9/2013,3.56
8/10/2013,4
8/11/2013,4.01
8/12/2013,5.52
8/13/2013,4.21
8/14/2013,3.96
8/15/2013,4.33
8/16/2013,3.75
8/17/2013,2.92
8/18/2013,3.78
8/19/2013,3.87
8/20/2013,3.18
8/21/2013,3.7
8/22/2013,3.82
8/23/2013,3.58
8/24/2013,4.26
8/25/2013,4.58
8/26/2013,5.36
8/27/2013,4.36
8/28/2013,4.11
8/29/2013,3.84
8/30/2013,4.3
8/31/2013,4.31
9/1/2013,6.16
9/2/2013,6.03
9/3/2013,5.37
9/4/2013,5.35
9/5/2013,5.19
9/6/2013,4.17
9/7/2013,4.03
9/8/2013,5.08
9/9/2013,5.68
9/10/2013,4.48
9/11/2013,5.08
9/12/2013,5.66
9/13/2013,5.16
9/14/2013,6.22
9/15/2013,6.49
9/16/2013,5
9/17/2013,5.07
9/18/2013,3.93
9/19/2013,4.61
9/20/2013,4.4
9/21/2013,4.59
9/22/2013,5.08
9/23/2013,5.19
9/24/2013,3.98
9/25/2013,4.21
9/26/2013,4.81
9/27/2013,4.71
9/28/2013,6
9/29/2013,6.7
9/30/2013,6.97
10/1/2013,5.91
10/2/2013,4.58
10/3/2013,3.84
10/4/2013,4.27
10/5/2013,5.24
10/6/2013,5.88
10/7/2013,6.23
10/8/2013,5.83
10/9/2013,6.2
10/10/2013,5.28
10/11/2013,4.78
10/12/2013,5.51
10/13/2013,5.68
10/14/2013,5.65
10/15/2013,5.06
10/16/2013,5.29
10/17/2013,6.22
10/18/2013,6.53
10/19/2013,5.7
10/20/2013,6.18
10/21/2013,7.63
10/22/2013,6.34
10/23/2013,6.26
10/24/2013,7.52
10/25/2013,6.12
10/26/2013,6.48
10/27/2013,8.39
10/28/2013,9.27
10/29/2013,8.12
10/30/2013,8.54
10/31/2013,8.63
11/1/2013,7.61
11/2/2013,9.68
11/3/2013,11.13
11/4/2013,13.34
11/5/2013,10.45
11/6/2013,10.58
11/7/2013,10.12
11/8/2013,10.38
11/9/2013,11.66
11/10/2013,12.93
11/11/2013,12.47
11/12/2013,12.55
11/13/2013,12.91
11/14/2013,12.77
11/15/2013,12.35
11/16/2013,15.83
11/17/2013,20.46
11/18/2013,20.34
11/19/2013,16.15
11/20/2013,12.11
11/21/2013,17.47
11/22/2013,19.5
11/23/2013,20.43
11/24/2013,22.34
11/25/2013,26.58
11/26/2013,24.53
11/27/2013,20.84
11/28/2013,20.91
11/29/2013,21.21
11/30/2013,24.78
12/1/2013,30.35
12/2/2013,27.09
12/3/2013,27.68
12/4/2013,28.77
12/5/2013,27.5
12/6/2013,23.91
12/7/2013,22.74
12/8/2013,22.89
12/9/2013,36.44
12/10/2013,29.32
12/11/2013,28.27
12/12/2013,27.05
12/13/2013,33.09
12/14/2013,30.1
12/15/2013,34.16
12/16/2013,32.35
12/17/2013,20.79
12/18/2013,19.43
12/19/2013,14.07
12/20/2013,20.39
12/21/2013,19.18
12/22/2013,23.92
12/23/2013,25.45
12/24/2013,26.07
12/25/2013,25.1
12/26/2013,27.17
12/27/2013,30.8
12/28/2013,28.93
12/29/2013,33.16
12/30/2013,30.71
12/31/2013,28.99
1/1/2014,33.32
1/2/2014,39.12
1/3/2014,30.92
1/4/2014,27.82
1/5/2014,35.23
1/6/2014,34.86
1/7/2014,28.28
1/8/2014,28.18
1/9/2014,28.88
1/10/2014,29.81
1/11/2014,34.13
1/12/2014,33.66
1/13/2014,36.94
1/14/2014,32.64
1/15/2014,31.36
1/16/2014,28.68
1/17/2014,31.92
1/18/2014,28.89
1/19/2014,34.61
1/20/2014,38.43
1/21/2014,28.58
1/22/2014,24.44
1/23/2014,27.29
1/24/2014,27.66
1/25/2014,25
1/26/2014,34.09
1/27/2014,35.14
1/28/2014,25.36
1/29/2014,25.88
1/30/2014,28.84
1/31/2014,28.11
2/1/2014,29.34
2/2/2014,31.89
2/3/2014,34.4
2/4/2014,28.45
2/5/2014,25.51
2/6/2014,24.99
2/7/2014,23.2
2/8/2014,20.29
2/9/2014,22.38
2/10/2014,25.04
2/11/2014,21.18
2/12/2014,20.36
2/13/2014,22.39
2/14/2014,18.31
2/15/2014,18.33
2/16/2014,21.96
2/17/2014,22.18
2/18/2014,21.19
2/19/2014,19.88
2/20/2014,17.61
2/21/2014,16.91
2/22/2014,16.57
2/23/2014,21.85
2/24/2014,20.92
2/25/2014,15.05
2/26/2014,13.56
2/27/2014,16.53
2/28/2014,16.43
3/1/2014,16.39
3/2/2014,19
3/3/2014,20.25
3/4/2014,16.56
3/5/2014,16.22
3/6/2014,18.54
3/7/2014,19.59
3/8/2014,17.83
3/9/2014,19.71
3/10/2014,21.62
3/11/2014,17.98
3/12/2014,16.7
3/13/2014,17.1
3/14/2014,17.93
3/15/2014,18.67
3/16/2014,21.75
3/17/2014,22.11
3/18/2014,19.98
3/19/2014,23.15
3/20/2014,17.19
3/21/2014,16.48
3/22/2014,16.85
3/23/2014,17.23
3/24/2014,20.19
3/25/2014,17.15
3/26/2014,15.83
3/27/2014,17.89
3/28/2014,14.27
3/29/2014,16.24
3/30/2014,19.13
3/31/2014,17.74
4/1/2014,14.39
4/2/2014,15.26
4/3/2014,14.29
4/4/2014,13.45
4/5/2014,14.28
4/6/2014,17.54
4/7/2014,19.16
4/8/2014,13.99
4/9/2014,13.91
4/10/2014,14.09
4/11/2014,11.51
4/12/2014,13.41
4/13/2014,18.82
4/14/2014,17.3
4/15/2014,13.71
4/16/2014,13.91
4/17/2014,15.7
4/18/2014,15.61
4/19/2014,18.04
4/20/2014,19.76
4/21/2014,21.99
4/22/2014,16.9
4/23/2014,13.19
4/24/2014,13.15
4/25/2014,14.13
4/26/2014,12.86
4/27/2014,19.21
4/28/2014,17.59
4/29/2014,14.01
4/30/2014,14.24
5/1/2014,14.47
5/2/2014,15.94
5/3/2014,15.47
5/4/2014,17.08
5/5/2014,16.93
5/6/2014,13.8
5/7/2014,11.48
5/8/2014,12.88
5/9/2014,13.2
5/10/2014,13.89
5/11/2014,16.77
5/12/2014,17.16
5/13/2014,12.19
5/14/2014,13.33
5/15/2014,13.17
5/16/2014,12.09
5/17/2014,14.24
5/18/2014,17.48
5/19/2014,18.43
5/20/2014,15.54
5/21/2014,13.68
5/22/2014,14.47
5/23/2014,14.67
5/24/2014,14.45
5/25/2014,21.97
5/26/2014,20.58
5/27/2014,18.45
5/28/2014,16.88
5/29/2014,16.27
5/30/2014,18.98
5/31/2014,19.11
6/1/2014,25.66
6/2/2014,24.03
6/3/2014,20.59
6/4/2014,19.91
6/5/2014,19.87
6/6/2014,20.58
6/7/2014,21.95
6/8/2014,25.99
6/9/2014,29.37
6/10/2014,23.33
6/11/2014,20.74
6/12/2014,21.32
6/13/2014,19.82
6/14/2014,18.92
6/15/2014,22.49
6/16/2014,22.14
6/17/2014,18.09
6/18/2014,17.89
6/19/2014,19.9
6/20/2014,19.96
6/21/2014,21.67
6/22/2014,24.51
6/23/2014,25.07
6/24/2014,20.39
6/25/2014,18.91
6/26/2014,18.35
6/27/2014,19.75
6/28/2014,19.74
6/29/2014,23.3
6/30/2014,25.19
7/1/2014,18.63
7/2/2014,19.1
7/3/2014,20.41
7/4/2014,21.5
7/5/2014,22.12
7/6/2014,27.38
7/7/2014,25.52
7/8/2014,19.61
7/9/2014,18.5
7/10/2014,18.44
7/11/2014,20.44
7/12/2014,22.4
7/13/2014,24.77
7/14/2014,25.57
7/15/2014,20.16
7/16/2014,17.95
7/17/2014,19.4
7/18/2014,19.61
7/19/2014,20.32
7/20/2014,22.44
7/21/2014,24.54
7/22/2014,20.33
7/23/2014,19.07
7/24/2014,19.27
7/25/2014,18.95
7/26/2014,20.07
7/27/2014,21.95
7/28/2014,24.46
7/29/2014,18.64
7/30/2014,19.38
7/31/2014,18.05
8/1/2014,17.11
8/2/2014,18.62
8/3/2014,22.37
8/4/2014,22.7
8/5/2014,17.88
8/6/2014,16.03
8/7/2014,15.42
8/8/2014,17.44
8/9/2014,18
8/10/2014,20.05
8/11/2014,20.9
8/12/2014,16.23
8/13/2014,14.35
8/14/2014,14.94
8/15/2014,12.95
8/16/2014,13.92
8/17/2014,16.18
8/18/2014,17.25
8/19/2014,13.2
8/20/2014,13.16
8/21/2014,14.18
8/22/2014,14.59
8/23/2014,15.86
8/24/2014,18.16
8/25/2014,18.66
8/26/2014,14.91
8/27/2014,14.5
8/28/2014,13.79
8/29/2014,15.49
8/30/2014,15.5
8/31/2014,17.1
9/1/2014,17.24
9/2/2014,14.22
9/3/2014,13.37
9/4/2014,14.15
9/5/2014,14.06
9/6/2014,14.11
9/7/2014,16.69
9/8/2014,16.72
9/9/2014,12.6
9/10/2014,11.8
9/11/2014,13.12
9/12/2014,15.34
9/13/2014,14.57
9/14/2014,16.48
9/15/2014,14.44
9/16/2014,12.41
9/17/2014,10.25
9/18/2014,11.8
9/19/2014,11.42
9/20/2014,11.7
9/21/2014,13.19
9/22/2014,14.56
9/23/2014,11.15
9/24/2014,11.29
9/25/2014,11.55
9/26/2014,10.63
9/27/2014,11.3
9/28/2014,13.7
9/29/2014,12.58
9/30/2014,9.7
10/1/2014,10.17
10/2/2014,9.61
10/3/2014,10.54
10/4/2014,10.02
10/5/2014,10.36
10/6/2014,9.86
10/7/2014,8.61
10/8/2014,8.76
10/9/2014,8.91
10/10/2014,9
10/11/2014,9.22
10/12/2014,11.57
10/13/2014,11.79
10/14/2014,10.1
10/15/2014,9.85
10/16/2014,10.76
10/17/2014,10.32
10/18/2014,11.53
10/19/2014,11.98
10/20/2014,12.34
10/21/2014,9.41
10/22/2014,9.53
10/23/2014,9.83
10/24/2014,9.17
10/25/2014,8.9
10/26/2014,10.42
10/27/2014,10.22
10/28/2014,8.38
10/29/2014,8.12
10/30/2014,7.23
10/31/2014,7.51
11/1/2014,8.05
11/2/2014,9.69
11/3/2014,8.66
11/4/2014,7.28
11/5/2014,7.3
11/6/2014,7.72
11/7/2014,7.69
11/8/2014,8.29
11/9/2014,9.43
11/10/2014,10.06
11/11/2014,8.46
11/12/2014,8.79
11/13/2014,8.47
11/14/2014,9.32
11/15/2014,9.39
11/16/2014,10.73
11/17/2014,10.47
11/18/2014,8.92
11/19/2014,8.69
11/20/2014,8.53
11/21/2014,8.49
11/22/2014,8.85
11/23/2014,9.61
11/24/2014,9.47
11/25/2014,8.89
11/26/2014,9.23
11/27/2014,8.55
11/28/2014,8.94
11/29/2014,8.95
11/30/2014,9.57
12/1/2014,9.06
12/2/2014,7.53
12/3/2014,7.63
12/4/2014,7.9
12/5/2014,7.48
12/6/2014,8.33
12/7/2014,9.58
12/8/2014,10.33
12/9/2014,8.08
12/10/2014,7.8
12/11/2014,7.86
12/12/2014,8.45
12/13/2014,9.02
12/14/2014,9.46
12/15/2014,8.74
12/16/2014,7.02
12/17/2014,6.66
12/18/2014,6.6
12/19/2014,6.6
12/20/2014,6.69
12/21/2014,7.66
12/22/2014,8.26
12/23/2014,6.85
12/24/2014,6.68
12/25/2014,8.23
12/26/2014,9.71
12/27/2014,8.62
12/28/2014,8.28
12/29/2014,8.95
12/30/2014,7.41
12/31/2014,7.57
1/1/2015,8.55
1/2/2015,10.93
1/3/2015,7.69
1/4/2015,7.32
1/5/2015,6.66
1/6/2015,5.68
1/7/2015,6.42
1/8/2015,6.37
1/9/2015,5.4
1/10/2015,5.53
1/11/2015,5.18
1/12/2015,6.04
1/13/2015,5.33
1/14/2015,4.78
1/15/2015,3.57
1/16/2015,3.43
1/17/2015,3.97
1/18/2015,4.57
1/19/2015,5.06
1/20/2015,4.35
1/21/2015,4.22
1/22/2015,4.74
1/23/2015,4.88
1/24/2015,4.96
1/25/2015,6.21
1/26/2015,5.91
1/27/2015,5.04
1/28/2015,5.27
1/29/2015,5.73
1/30/2015,5.05
1/31/2015,5.85
2/1/2015,5.22
2/2/2015,5.83
2/3/2015,5.34
2/4/2015,5.05
2/5/2015,5.14
2/6/2015,5.05
2/7/2015,5.31
2/8/2015,5.36
2/9/2015,5.44
2/10/2015,4.18
2/11/2015,4.29
2/12/2015,4.47
2/13/2015,5.06
2/14/2015,4.11
2/15/2015,5
2/16/2015,5.93
2/17/2015,4.52
2/18/2015,4.62
2/19/2015,4.55
2/20/2015,5.14
2/21/2015,4.89
2/22/2015,5.6
2/23/2015,5.69
2/24/2015,4.55
2/25/2015,4.6
2/26/2015,4.58
2/27/2015,4.66
2/28/2015,4.86
3/1/2015,5.9
3/2/2015,5.82
3/3/2015,4.97
3/4/2015,5.01
3/5/2015,5.58
3/6/2015,5.62
3/7/2015,5.86
3/8/2015,6.1
3/9/2015,6.15
3/10/2015,5.33
3/11/2015,5.72
3/12/2015,5.69
3/13/2015,6.34
3/14/2015,5.94
3/15/2015,6.24
3/16/2015,6.87
3/17/2015,5.47
3/18/2015,5.76
3/19/2015,5.39
3/20/2015,4.8
3/21/2015,5.08
3/22/2015,5.41
3/23/2015,5.94
3/24/2015,5.18
3/25/2015,5.43
3/26/2015,5.01
3/27/2015,4.91
3/28/2015,5.03
3/29/2015,5.72
3/30/2015,5.34
3/31/2015,4.73
4/1/2015,4.21
4/2/2015,3.99
4/3/2015,4.54
4/4/2015,4.76
4/5/2015,5.83
4/6/2015,5.35
4/7/2015,4.83
4/8/2015,4.44
4/9/2015,4.47
4/10/2015,4.08
4/11/2015,4.27
4/12/2015,4.71
4/13/2015,5.52
4/14/2015,3.86
4/15/2015,4.02
4/16/2015,4.08
4/17/2015,4.58
4/18/2015,4.42
4/19/2015,4.57
4/20/2015,4.85
4/21/2015,3.8
4/22/2015,4.13
4/23/2015,4.1
4/24/2015,4.24
4/25/2015,4.32
4/26/2015,4.52
4/27/2015,4.7
4/28/2015,3.92
4/29/2015,3.93
4/30/2015,3.84
5/1/2015,4.21
5/2/2015,4.6
5/3/2015,5.09
5/4/2015,5.82
5/5/2015,4.55
5/6/2015,4.02
5/7/2015,4.15
5/8/2015,4.23
5/9/2015,4.37
5/10/2015,5.04
5/11/2015,5.58
5/12/2015,4.36
5/13/2015,4.37
5/14/2015,4.31
5/15/2015,4.66
5/16/2015,4.53
5/17/2015,5.35
5/18/2015,5.36
5/19/2015,4.85
5/20/2015,4.26
5/21/2015,4.45
5/22/2015,4.81
5/23/2015,4.63
5/24/2015,5.56
5/25/2015,5.31
5/26/2015,4.39
5/27/2015,4.24
5/28/2015,4.44
5/29/2015,4.26
5/30/2015,3.52
5/31/2015,3.76
6/1/2015,4.76
6/2/2015,3.3
6/3/2015,3.51
6/4/2015,3.41
6/5/2015,3.88
6/6/2015,4.11
6/7/2015,4.85
6/8/2015,5.52
6/9/2015,4.05
6/10/2015,3.73
6/11/2015,3.46
6/12/2015,3.75
6/13/2015,3.61
6/14/2015,4.44
6/15/2015,4.42
6/16/2015,3.6
6/17/2015,4.03
6/18/2015,3.7
6/19/2015,3.86
6/20/2015,3.83
6/21/2015,4.86
6/22/2015,5.05
6/23/2015,4.08
6/24/2015,3.78
6/25/2015,4.22
6/26/2015,4.41
6/27/2015,4.06
6/28/2015,4.78
6/29/2015,4.98
6/30/2015,4
7/1/2015,3.24
7/2/2015,3.52
7/3/2015,3.47
7/4/2015,3.91
7/5/2015,4.97
7/6/2015,4.62
7/7/2015,2.85
7/8/2015,2.64
7/9/2015,2.65
7/10/2015,2.61
7/11/2015,2.84
7/12/2015,2.96
7/13/2015,2.77
7/14/2015,3.51
7/15/2015,4.54
7/16/2015,5.08
7/17/2015,4.74
7/18/2015,4.78
7/19/2015,4.01
7/20/2015,4.58
7/21/2015,4.34
7/22/2015,4.03
7/23/2015,4.19
7/24/2015,5.02
7/25/2015,5.25
7/26/2015,5.72
7/27/2015,6.26
7/28/2015,5.06
7/29/2015,4.7
7/30/2015,4.02
7/31/2015,4.53
8/1/2015,3.79
8/2/2015,3.66
8/3/2015,5.39
8/4/2015,4.65
8/5/2015,4.17
8/6/2015,4.2
8/7/2015,4.04
8/8/2015,4.72
8/9/2015,5.29
8/10/2015,6.05
8/11/2015,4.5
8/12/2015,4.56
8/13/2015,4.48
8/14/2015,4.51
8/15/2015,4.76
8/16/2015,5.48
8/17/2015,5.89
8/18/2015,4.11
8/19/2015,4.05
8/20/2015,3.9
8/21/2015,3.85
8/22/2015,4.08
8/23/2015,4.34
8/24/2015,4.88
8/25/2015,3.33
8/26/2015,3.5
8/27/2015,3.59
8/28/2015,3.81
8/29/2015,3.77
8/30/2015,4.18
8/31/2015,4.73
9/1/2015,3.49
9/2/2015,3.41
9/3/2015,2.93
9/4/2015,3.57
9/5/2015,4.5
9/6/2015,3.59
9/7/2015,4.51
9/8/2015,3.79
9/9/2015,3.73
9/10/2015,3.8
9/11/2015,3.8
9/12/2015,2.49
9/13/2015,3.37
9/14/2015,3.1
9/15/2015,2.6
9/16/2015,2.73
9/17/2015,2.6
9/18/2015,1.68
9/19/2015,2.76
9/20/2015,4.01
9/21/2015,4.27
9/22/2015,3.36
9/23/2015,3.32
9/24/2015,3.39
9/25/2015,3.65
9/26/2015,3.64
9/27/2015,4
9/28/2015,4.25
9/29/2015,3.41
9/30/2015,3.27
10/1/2015,3.27
10/2/2015,3.41
10/3/2015,3.28
10/4/2015,4.09
10/5/2015,4.68
10/6/2015,3.62
10/7/2015,3.29
10/8/2015,3.51
10/9/2015,3.54
10/10/2015,4.02
10/11/2015,3.9
10/12/2015,4.73
10/13/2015,3.55
10/14/2015,3.61
10/15/2015,3.42
10/16/2015,3.25
10/17/2015,3.57
10/18/2015,3.72
10/19/2015,4.62
10/20/2015,3.49
10/21/2015,3.54
10/22/2015,3.63
10/23/2015,3.47
10/24/2015,3.9
10/25/2015,3.79
10/26/2015,4.32
10/27/2015,4.99
10/28/2015,3.69
10/29/2015,3.6
10/30/2015,3.73
10/31/2015,3.82
11/1/2015,4.13
11/2/2015,4.04
11/3/2015,3.81
11/4/2015,4.02
11/5/2015,4.02
11/6/2015,4.11
11/7/2015,4.28
11/8/2015,4.92
11/9/2015,5.46
11/10/2015,4.66
11/11/2015,4.14
11/12/2015,3.72
11/13/2015,3.97
11/14/2015,4.21
11/15/2015,4.32
11/16/2015,4.51
11/17/2015,3.92
11/18/2015,4.06
11/19/2015,3.85
11/20/2015,4.27
11/21/2015,3.92
11/22/2015,4.23
11/23/2015,4.87
11/24/2015,4.25
11/25/2015,4.07
11/26/2015,4.23
11/27/2015,4.07
11/28/2015,4.24
11/29/2015,4.17
11/30/2015,5.49
12/1/2015,3.83
12/2/2015,3.93
12/3/2015,3.72
12/4/2015,4.24
12/5/2015,4.03
12/6/2015,3.89
12/7/2015,4.23
12/8/2015,3.85
12/9/2015,3.84
12/10/2015,3.58
12/11/2015,3.74
12/12/2015,3.96
12/13/2015,3.98
12/14/2015,4.39
12/15/2015,3.56
12/16/2015,3.83
12/17/2015,3.82
12/18/2015,4
12/19/2015,3.98
12/20/2015,4.17
12/21/2015,4.3
12/22/2015,3.49
12/23/2015,3.75
12/24/2015,3.76
12/25/2015,3.99
12/26/2015,4.9
12/27/2015,4.48
12/28/2015,5.03
12/29/2015,4.6
12/30/2015,4.42
12/31/2015,4.6
1/1/2016,5.39
1/2/2016,6.83
1/3/2016,5.66
1/4/2016,5.72
1/5/2016,4.64
1/6/2016,4.47
1/7/2016,4.78
1/8/2016,4.5
1/9/2016,4.8
1/10/2016,4.57
1/11/2016,5.52
1/12/2016,4.39
1/13/2016,4.3
1/14/2016,4.23
1/15/2016,4.35
1/16/2016,4.05
1/17/2016,3.65
1/18/2016,3.69
1/19/2016,3.33
1/20/2016,3.87
1/21/2016,3.67
1/22/2016,3.51
1/23/2016,3.35
1/24/2016,3.94
1/25/2016,3.69
1/26/2016,3.28
1/27/2016,3.21
1/28/2016,3.18
1/29/2016,3.22
1/30/2016,3.17
1/31/2016,3.66
2/1/2016,4.01
2/2/2016,3.07
2/3/2016,2.92
2/4/2016,3.78
2/5/2016,3.6
2/6/2016,3.23
2/7/2016,3.08
2/8/2016,3.36
2/9/2016,3.05
2/10/2016,3
2/11/2016,3.1
2/12/2016,3.21
2/13/2016,3.6
2/14/2016,4.05
2/15/2016,4.04
2/16/2016,3.42
2/17/2016,3.55
2/18/2016,3.49
2/19/2016,3.7
2/20/2016,3.64
2/21/2016,3.8
2/22/2016,3.96
2/23/2016,3.44
2/24/2016,3.15
2/25/2016,3.62
2/26/2016,3.65
2/27/2016,3.97
2/28/2016,4.66
2/29/2016,3.37
3/1/2016,3.05
3/2/2016,2.9
3/3/2016,2.96
3/4/2016,3.44
3/5/2016,3.87
3/6/2016,3.18
3/7/2016,4.86
3/8/2016,4.18
3/9/2016,3.95
3/10/2016,4.2
3/11/2016,4.15
3/12/2016,4.05
3/13/2016,4.75
3/14/2016,5.41
3/15/2016,4.16
3/16/2016,3.84
3/17/2016,3.7
3/18/2016,3.8
3/19/2016,3.78
3/20/2016,4.31
3/21/2016,4.49
3/22/2016,3.9
3/23/2016,3.87
3/24/2016,4.17
3/25/2016,4.17
3/26/2016,4.67
3/27/2016,5.04
3/28/2016,5.14
3/29/2016,3.99
3/30/2016,3.91
3/31/2016,3.94
4/1/2016,3.72
4/2/2016,3.86
4/3/2016,4.19
4/4/2016,4.66
4/5/2016,3.77
4/6/2016,3.61
4/7/2016,3.6
